File,Line,Function,Executable Source Lines,Executable Source Lines Covered,Instructions,Instructions Covered,Run Count,Instructions Executed
,0,"__get_n<1, std::__detail::__variant::_Variadic_union<deluge::dsp::reverb::Freeverb, deluge::dsp::reverb::Mutable>&>(union _Variadic_union<deluge::dsp::reverb::Freeverb, deluge::dsp::reverb::Mutable>&) (always inlined)",0,0,0,0,0,0
,0,"__gnu_Unwind_Backtrace",0,0,49,0,0,0
,0,"__gnu_unwind_execute",0,0,290,0,0,0
,0,"__gnu_Unwind_ForcedUnwind",0,0,9,0,0,0
,0,"__gnu_unwind_get_pr_addr",0,0,16,0,0,0
,0,"__gnu_unwind_pr_common",0,0,271,0,0,0
,0,"__gnu_Unwind_RaiseException",0,0,41,0,0,0
,0,"__gnu_Unwind_Restore_VFP",0,0,2,0,0,0
,0,"__gnu_Unwind_Restore_VFP_D",0,0,3,0,0,0
,0,"__gnu_Unwind_Restore_VFP_D_16_to_31",0,0,3,0,0,0
,0,"__gnu_Unwind_Restore_WMMXC",0,0,2,0,0,0
,0,"__gnu_Unwind_Restore_WMMXD",0,0,2,0,0,0
,0,"__gnu_Unwind_Resume",0,0,28,0,0,0
,0,"__gnu_Unwind_Resume_or_Rethrow",0,0,7,0,0,0
,0,"__gnu_Unwind_Save_VFP",0,0,2,0,0,0
,0,"__gnu_Unwind_Save_VFP_D",0,0,3,0,0,0
,0,"__gnu_Unwind_Save_VFP_D_16_to_31",0,0,3,0,0,0
,0,"__gnu_Unwind_Save_WMMXC",0,0,2,0,0,0
,0,"__gnu_Unwind_Save_WMMXD",0,0,2,0,0,0
,0,"__heap_select<SortedTask*, __gnu_cxx::__ops::_Iter_less_iter>(struct SortedTask*, struct SortedTask*, struct SortedTask*, struct _Iter_less_iter) (always inlined)",0,0,0,0,0,0
,0,"__ieee754_fmod",0,0,300,0,0,0
,0,"__ieee754_rem_pio2",0,0,178,0,0,0
,0,"__ieee754_sqrtf",0,0,2,0,0,0
,0,"__insertion_sort<SortedTask*, __gnu_cxx::__ops::_Iter_less_iter>(struct SortedTask*, struct SortedTask*, struct _Iter_less_iter) (always inlined)",0,0,0,0,0,0
"stl_algo.h",1922,"__introsort_loop<SortedTask*, int, __gnu_cxx::__ops::_Iter_less_iter>(struct SortedTask*, struct SortedTask*, int, struct _Iter_less_iter)",48,0,270,0,0,0
,0,"__invoke<Error (&)(FatFS::Error), FatFS::Error>(enum Error(enum Error)&, enum Error) (always inlined)",0,0,0,0,0,0
,0,"__invoke<std::ranges::__detail::__tuple_for_each<std::ranges::zip_view<std::span<StereoSample, 4294967295>, std::span<StereoSample, 4294967295> >::_Iterator<true>::operator+=(difference_type) requires  __all_random_access<_Const, _Vs ...>::<lambda(_It&)>&, std::pair<__gnu_cxx::__normal_iterator<StereoSample*, std::span<StereoSample> >, __gnu_cxx::__normal_iterator<StereoSample*, std::span<StereoSample> > >&>(std::ranges::zip_view<std::span<StereoSample, 4294967295>, std::span<StereoSample, 4294967295> >::_Iterator<true>::operator+=(difference_type) requires  __all_random_access<_Const, _Vs ...>::<lambda(_It&)>&, std::pair<__gnu_cxx::__normal_iterator<StereoSample*, std::span<StereoSample> >, __gnu_cxx::__normal_iterator<StereoSample*, std::span<StereoSample> > >&)::<lambda(_Ts&& ...)>, __gnu_cxx::__normal_iterator<StereoSample*, std::span<StereoSample, 4294967295> >&, __gnu_cxx::__normal_iterator<StereoSample*, std::span<StereoSample, 4294967295> >&>(struct, class __normal_iterator<StereoSample*, std::span<StereoSample, 4294967295> >&, class __normal_iterator<StereoSample*, std::span<StereoSample, 4294967295> >&) (always inlined)",0,0,0,0,0,0
,0,"__invoke<std::ranges::zip_view<std::span<StereoSample, 4294967295>, std::span<StereoSample, 4294967295> >::_Iterator<true>::operator+=(difference_type) requires  __all_random_access<_Const, _Vs ...>::<lambda(_It&)>&, __gnu_cxx::__normal_iterator<StereoSample*, std::span<StereoSample, 4294967295> >&>(struct &, class __normal_iterator<StereoSample*, std::span<StereoSample, 4294967295> >&) (always inlined)",0,0,0,0,0,0
,0,"__invoke_impl<Error, Error (&)(FatFS::Error), FatFS::Error>(struct __invoke_other, enum Error(enum Error)&, enum Error) (always inlined)",0,0,0,0,0,0
,0,"__invoke_impl<int, deluge_main()::<lambda(auto:62)>&, PIC::Response>(struct __invoke_other, struct &, enum Response) (always inlined)",0,0,0,0,0,0
,0,"__invoke_impl<void, std::__detail::__variant::_Variant_storage<false, deluge::dsp::reverb::Freeverb, deluge::dsp::reverb::Mutable>::_M_reset()::<lambda(auto:19&&)>, deluge::dsp::reverb::Freeverb&>(struct __invoke_other, struct, class Freeverb&) (always inlined)",0,0,0,0,0,0
,0,"__invoke_impl<void, std::__detail::__variant::_Variant_storage<false, deluge::dsp::reverb::Freeverb, deluge::dsp::reverb::Mutable>::_M_reset()::<lambda(auto:19&&)>, deluge::dsp::reverb::Mutable&>(struct __invoke_other, struct, class Mutable&) (always inlined)",0,0,0,0,0,0
,0,"__invoke_impl<void, std::ranges::__detail::__tuple_for_each<std::ranges::zip_view<std::span<StereoSample, 4294967295>, std::span<StereoSample, 4294967295> >::_Iterator<true>::operator+=(difference_type) requires  __all_random_access<_Const, _Vs ...>::<lambda(_It&)>&, std::pair<__gnu_cxx::__normal_iterator<StereoSample*, std::span<StereoSample> >, __gnu_cxx::__normal_iterator<StereoSample*, std::span<StereoSample> > >&>(std::ranges::zip_view<std::span<StereoSample, 4294967295>, std::span<StereoSample, 4294967295> >::_Iterator<true>::operator+=(difference_type) requires  __all_random_access<_Const, _Vs ...>::<lambda(_It&)>&, std::pair<__gnu_cxx::__normal_iterator<StereoSample*, std::span<StereoSample> >, __gnu_cxx::__normal_iterator<StereoSample*, std::span<StereoSample> > >&)::<lambda(_Ts&& ...)>, __gnu_cxx::__normal_iterator<StereoSample*, std::span<StereoSample, 4294967295> >&, __gnu_cxx::__normal_iterator<StereoSample*, std::span<StereoSample, 4294967295> >&>(struct __invoke_other, struct, class __normal_iterator<StereoSample*, std::span<StereoSample, 4294967295> >&, class __normal_iterator<StereoSample*, std::span<StereoSample, 4294967295> >&) (always inlined)",0,0,0,0,0,0
,0,"__invoke_impl<void, std::ranges::zip_view<std::span<StereoSample, 4294967295>, std::span<StereoSample, 4294967295> >::_Iterator<true>::operator+=(difference_type) requires  __all_random_access<_Const, _Vs ...>::<lambda(_It&)>&, __gnu_cxx::__normal_iterator<StereoSample*, std::span<StereoSample, 4294967295> >&>(struct __invoke_other, struct &, class __normal_iterator<StereoSample*, std::span<StereoSample, 4294967295> >&) (always inlined)",0,0,0,0,0,0
,0,"__invoke_r<long int, deluge_main()::<lambda(auto:62)>&, PIC::Response>(struct &, enum Response) (always inlined)",0,0,0,0,0,0
,0,"__invoke_r<void, std::__detail::__variant::_Variant_storage<false, deluge::dsp::reverb::Freeverb, deluge::dsp::reverb::Mutable>::_M_reset()::<lambda(auto:19&&)>, deluge::dsp::reverb::Freeverb&>(struct, class Freeverb&) (always inlined)",0,0,0,0,0,0
,0,"__invoke_r<void, std::__detail::__variant::_Variant_storage<false, deluge::dsp::reverb::Freeverb, deluge::dsp::reverb::Mutable>::_M_reset()::<lambda(auto:19&&)>, deluge::dsp::reverb::Mutable&>(struct, class Mutable&) (always inlined)",0,0,0,0,0,0
,0,"__kernel_cos",0,0,66,0,0,0
,0,"__kernel_rem_pio2",0,0,530,0,0,0
,0,"__kernel_sin",0,0,33,0,0,0
,0,"__lg<int>(int) (always inlined)",0,0,0,0,0,0
,0,"__libc_init_array",0,0,25,0,0,0
,0,"__logf_from_arm",0,0,1,1,115,115
,0,"__make_heap<SortedTask*, __gnu_cxx::__ops::_Iter_less_iter>(struct SortedTask*, struct SortedTask*, struct _Iter_less_iter&) (always inlined)",0,0,0,0,0,0
,0,"__math_check_oflow",0,0,10,0,0,0
,0,"__math_check_uflow",0,0,6,0,0,0
,0,"__math_divzero",0,0,13,0,0,0
,0,"__math_divzerof",0,0,9,0,0,0
,0,"__math_invalid",0,0,9,0,0,0
,0,"__math_invalidf",0,0,9,0,0,0
,0,"__math_may_uflowf",0,0,2,0,0,0
,0,"__math_oflow",0,0,2,0,0,0
,0,"__math_oflowf",0,0,2,0,0,0
,0,"__math_uflow",0,0,2,0,0,0
,0,"__math_uflowf",0,0,2,0,0,0
,0,"__memcpy_from_thumb",0,0,3,0,0,0
,0,"__memmove_from_thumb",0,0,3,0,0,0
,0,"__memset_from_arm",0,0,1,0,0,0
,0,"__move_median_to_first<SortedTask*, __gnu_cxx::__ops::_Iter_less_iter>(struct SortedTask*, struct SortedTask*, struct SortedTask*, struct SortedTask*, struct _Iter_less_iter) (always inlined)",0,0,0,0,0,0
,0,"__normal_iterator<long int*, std::span<long int, 4294967295> >::__normal_iterator(const class __normal_iterator<long int*, std::span<long int, 4294967295> >*, const long int*&) (always inlined)",0,0,0,0,0,0
,0,"__normal_iterator<MenuItem**, std::vector<MenuItem*, deluge::memory::fallback_allocator<MenuItem*> > >::operator--(const class __normal_iterator<MenuItem**, std::vector<MenuItem*, deluge::memory::fallback_allocator<MenuItem*> > >*, int) (always inlined)",0,0,0,0,0,0
,0,"__normal_iterator<StereoSample*, std::span<StereoSample, 4294967295> >::operator++(const class __normal_iterator<StereoSample*, std::span<StereoSample, 4294967295> >*) (always inlined)",0,0,0,0,0,0
,0,"__partial_sort<SortedTask*, __gnu_cxx::__ops::_Iter_less_iter>(struct SortedTask*, struct SortedTask*, struct SortedTask*, struct _Iter_less_iter) (always inlined)",0,0,0,0,0,0
,0,"__pop_heap<SortedTask*, __gnu_cxx::__ops::_Iter_less_iter>(struct SortedTask*, struct SortedTask*, struct SortedTask*, struct _Iter_less_iter&) (always inlined)",0,0,0,0,0,0
,0,"__popcount<short unsigned int>(short unsigned int) (always inlined)",0,0,0,0,0,0
,0,"__popcountsi2",0,0,13,0,0,0
,0,"__push_heap<SortedTask*, int, SortedTask, __gnu_cxx::__ops::_Iter_less_val>(struct SortedTask*, int, int, struct SortedTask, struct _Iter_less_val&) (always inlined)",0,0,0,0,0,0
,0,"__raise_and_add<unsigned int>(unsigned int&, int, unsigned char) (always inlined)",0,0,0,0,0,0
,0,"__register_exitproc",0,0,62,0,0,0
,0,"__relocate_a<deluge::l10n::String*, deluge::l10n::String*, deluge::memory::fallback_allocator<deluge::l10n::String> >(enum String*, enum String*, enum String*, class fallback_allocator<deluge::l10n::String>&) (always inlined)",0,0,0,0,0,0
,0,"__relocate_a<std::basic_string_view<char>*, std::basic_string_view<char>*, deluge::memory::fallback_allocator<std::basic_string_view<char> > >(class basic_string_view<char, std::char_traits<char> >*, class basic_string_view<char, std::char_traits<char> >*, class basic_string_view<char, std::char_traits<char> >*, class fallback_allocator<std::basic_string_view<char, std::char_traits<char> > >&) (always inlined)",0,0,0,0,0,0
,0,"__relocate_a_1<deluge::l10n::String*, deluge::l10n::String*, deluge::memory::fallback_allocator<deluge::l10n::String> >(enum String*, enum String*, enum String*, class fallback_allocator<deluge::l10n::String>&) (always inlined)",0,0,0,0,0,0
,0,"__relocate_a_1<std::basic_string_view<char>*, std::basic_string_view<char>*, deluge::memory::fallback_allocator<std::basic_string_view<char> > >(class basic_string_view<char, std::char_traits<char> >*, class basic_string_view<char, std::char_traits<char> >*, class basic_string_view<char, std::char_traits<char> >*, class fallback_allocator<std::basic_string_view<char, std::char_traits<char> > >&) (always inlined)",0,0,0,0,0,0
,0,"__relocate_object_a<deluge::l10n::String, deluge::l10n::String, deluge::memory::fallback_allocator<deluge::l10n::String> >(enum String* restrict, enum String* restrict, class fallback_allocator<deluge::l10n::String>&) (always inlined)",0,0,0,0,0,0
,0,"__relocate_object_a<std::basic_string_view<char>, std::basic_string_view<char>, deluge::memory::fallback_allocator<std::basic_string_view<char> > >(class basic_string_view<char, std::char_traits<char> >* restrict, class basic_string_view<char, std::char_traits<char> >* restrict, class fallback_allocator<std::basic_string_view<char, std::char_traits<char> > >&) (always inlined)",0,0,0,0,0,0
,0,"__restore_core_regs",0,0,8,0,0,0
,0,"__retarget_lock_acquire_recursive",0,0,1,0,0,0
,0,"__retarget_lock_release_recursive",0,0,1,0,0,0
,0,"__reverse<std::basic_string_view<char>*>(class basic_string_view<char, std::char_traits<char> >*, class basic_string_view<char, std::char_traits<char> >*, struct random_access_iterator_tag) (always inlined)",0,0,0,0,0,0
,0,"__sort<SortedTask*, __gnu_cxx::__ops::_Iter_less_iter>(struct SortedTask*, struct SortedTask*, struct _Iter_less_iter) (always inlined)",0,0,0,0,0,0
,0,"__sort_heap<SortedTask*, __gnu_cxx::__ops::_Iter_less_iter>(struct SortedTask*, struct SortedTask*, struct _Iter_less_iter&) (always inlined)",0,0,0,0,0,0
"automation.h",29,"__static_initialization_and_destruction_0()",41,0,2624,0,0,0
,0,"__subsf3",0,0,121,0,0,0
,0,"__sv_check(unsigned int, unsigned int, const char*) (always inlined)",0,0,0,0,0,0
"general_memory_allocator.h",60,"__tcf_0",3,0,15,0,0,0
"general_memory_allocator.h",99,"__tcf_0()",5,0,16,0,0,0
"general_memory_allocator.h",99,"__tcf_0.lto_priv.1",1,0,16,0,0,0
"general_memory_allocator.h",99,"__tcf_0.lto_priv.10",1,0,16,0,0,0
"general_memory_allocator.h",99,"__tcf_0.lto_priv.11.lto_priv.0",1,0,16,0,0,0
"general_memory_allocator.h",99,"__tcf_0.lto_priv.12.lto_priv.0",1,0,16,0,0,0
"general_memory_allocator.h",99,"__tcf_0.lto_priv.13",1,0,16,0,0,0
"general_memory_allocator.h",99,"__tcf_0.lto_priv.14.lto_priv.0",1,0,16,0,0,0
"general_memory_allocator.h",99,"__tcf_0.lto_priv.15",1,0,16,0,0,0
"general_memory_allocator.h",99,"__tcf_0.lto_priv.16.lto_priv.0",1,0,16,0,0,0
"general_memory_allocator.h",99,"__tcf_0.lto_priv.17.lto_priv.0",1,0,16,0,0,0
"general_memory_allocator.h",99,"__tcf_0.lto_priv.18",1,0,16,0,0,0
"general_memory_allocator.h",99,"__tcf_0.lto_priv.19",1,0,16,0,0,0
"general_memory_allocator.h",99,"__tcf_0.lto_priv.2.lto_priv.0",1,0,16,0,0,0
"general_memory_allocator.h",99,"__tcf_0.lto_priv.20.lto_priv.0",1,0,16,0,0,0
"general_memory_allocator.h",99,"__tcf_0.lto_priv.21",1,0,16,0,0,0
"general_memory_allocator.h",99,"__tcf_0.lto_priv.22",1,0,16,0,0,0
"general_memory_allocator.h",99,"__tcf_0.lto_priv.23",1,0,16,0,0,0
"general_memory_allocator.h",99,"__tcf_0.lto_priv.24",1,0,16,0,0,0
"general_memory_allocator.h",99,"__tcf_0.lto_priv.25.lto_priv.0",1,0,16,0,0,0
"general_memory_allocator.h",99,"__tcf_0.lto_priv.26",1,0,16,0,0,0
"general_memory_allocator.h",99,"__tcf_0.lto_priv.27.lto_priv.0",1,0,16,0,0,0
"general_memory_allocator.h",99,"__tcf_0.lto_priv.28",1,0,16,0,0,0
"general_memory_allocator.h",99,"__tcf_0.lto_priv.29",1,0,16,0,0,0
"general_memory_allocator.h",99,"__tcf_0.lto_priv.3.lto_priv.0",1,0,16,0,0,0
"general_memory_allocator.h",99,"__tcf_0.lto_priv.30.lto_priv.0",1,0,16,0,0,0
"general_memory_allocator.h",99,"__tcf_0.lto_priv.31",1,0,16,0,0,0
"general_memory_allocator.h",99,"__tcf_0.lto_priv.32",1,0,16,0,0,0
"general_memory_allocator.h",99,"__tcf_0.lto_priv.33.lto_priv.0",1,0,16,0,0,0
"general_memory_allocator.h",99,"__tcf_0.lto_priv.34.lto_priv.0",1,0,16,0,0,0
"general_memory_allocator.h",99,"__tcf_0.lto_priv.35.lto_priv.0",1,0,16,0,0,0
